indication id,indication name,slug,generics count
3083,Pediatric eye examinations,pediatric-eye-examinations-3083,0
3843,Patients with Acute Myeloid Leukemia receiving induction or consolidation chemotherapy,patients-with-acute-myeloid-leukemia-receiving-induction-or-consolidation-chemotherapy-3843,1
3082,Patent ductus arteriosus,patent-ductus-arteriosus-3082,2
4051,Passive immunity in the prevention & treatment of tetanus,passive-immunity-in-the-prevention-treatment-of-tetanus-4051,1
3102,Peritonitis,peritonitis-3102,9
3811,Peritoneal dialysis dependent-chronic kidney disease (PDD-CKD) patients receiving an erythropoietin,peritoneal-dialysis-dependent-chronic-kidney-disease-pdd-ckd-patients-receiving-an-erythropoietin-3811,1
3101,Peritoneal dialysis,peritoneal-dialysis-3101,1
4157,Peripheral venography,peripheral-venography-4157,1
3100,Peripheral vascular disease,peripheral-vascular-disease-3100,6
3099,Peripheral neuropathy,peripheral-neuropathy-3099,6
3702,Peripheral neuritis,peripheral-neuritis-3702,2
3098,Peripheral neuralgias: Diabetic neuropathy,peripheral-neuralgias-diabetic-neuropathy-3098,12
3097,Peripheral nerve block,peripheral-nerve-block-3097,3
3841,Peripheral blood progenitor cell collection and therapy,peripheral-blood-progenitor-cell-collection-and-therapy-3841,1
3096,Peripheral arterial embolism,peripheral-arterial-embolism-3096,1
3094,Periods of rapid growth childhood,periods-of-rapid-growth-childhood-3094,1
3093,Periodontitis,periodontitis-3093,2
3765,Periodontal Disease,periodontal-disease-3765,1
4163,Perinatal Exposure of Infants Born to HBsAg-positive Mothers,perinatal-exposure-of-infants-born-to-hbsag-positive-mothers-4163,1
3092,Pericarditis,pericarditis-3092,4
3115,Pityriasis versicolor,pityriasis-versicolor-3115,9
3114,Pityriasis rubra pilaris,pityriasis-rubra-pilaris-3114,4
3113,Pituitary adenomas,pituitary-adenomas-3113,1
3112,Pink eye,pink-eye-3112,1
3795,pimples and other signs of aging,pimples-and-other-signs-of-aging-3795,4
3111,Piles,piles-3111,12
3738,Photodermatitis,photodermatitis-3738,1
3110,Photoaging,photoaging-3110,1
3109,Phobias,phobias-3109,8
3107,Pharyngitis and tonsillitis,pharyngitis-and-tonsillitis-3107,5
3106,Pharyngitis,pharyngitis-3106,16
3105,Phaeochromocytoma,phaeochromocytoma-3105,2
3104,Pertussis,pertussis-3104,0
3103,Pernicious anemia,pernicious-anemia-3103,2
3132,Polycystic ovarian syndrome,polycystic-ovarian-syndrome-3132,4
3130,Poisonings,poisonings-3130,1
3627,"Poisoning due to foods, heavy meals & drugs",poisoning-due-to-foods-heavy-meals-drugs-3627,1
3129,Poison sumac,poison-sumac-3129,1
3128,Poison oak,poison-oak-3128,1
3127,Poison ivy,poison-ivy-3127,2
3126,Pneumonia,pneumonia-3126,33
3125,Pneumocystis jiroveci pneumonia,pneumocystis-jiroveci-pneumonia-3125,1
3124,Pneumococcus species gonorrhoea,pneumococcus-species-gonorrhoea-3124,1
3123,Pneumococcal pneumonia,pneumococcal-pneumonia-3123,3
3122,Pneumococcal meningitis,pneumococcal-meningitis-3122,4
3121,Pneumococcal disease,pneumococcal-disease-3121,0
3120,Pleural empyema,pleural-empyema-3120,1
3119,Pleural effusions,pleural-effusions-3119,3
3118,Plaque psoriasis,plaque-psoriasis-3118,7
3117,Plaque,plaque-3117,4
3141,Post-herpetic neuralgia,post-herpetic-neuralgia-3141,5
3140,Post-herpetic keratitis,post-herpetic-keratitis-3140,1
3742,Post traumatic stress disorder (PTSD),post-traumatic-stress-disorder-ptsd-3742,2
4182,Post polycythaemia vera myelofibrosis,post-polycythaemia-vera-myelofibrosis-4182,1
3724,Post operative inflammation in the eye and ear,post-operative-inflammation-in-the-eye-and-ear-3724,2
3139,Post myocardial infarction,post-myocardial-infarction-3139,3
3138,Post inflammatory hyperpigmentation,post-inflammatory-hyperpigmentation-3138,1
4183,Post essential thrombocythaemia myelofibrosis,post-essential-thrombocythaemia-myelofibrosis-4183,1
3137,Porphyria cutanea tarda,porphyria-cutanea-tarda-3137,2
3136,Porphyria,porphyria-3136,3
3135,Polymyositis,polymyositis-3135,7
3134,Polymorphic light eruption,polymorphic-light-eruption-3134,1
3133,Polycythaemia vera,polycythaemia-vera-3133,4
3116,Plague,plague-3116,1
3917,Postoperative pain,postoperative-pain-3917,4
3153,Postoperative ocular inflammation,postoperative-ocular-inflammation-3153,2
3152,Postoperative infections,postoperative-infections-3152,1
3151,Postoperative eye inflammation,postoperative-eye-inflammation-3151,1
3150,Postoperative bleeding,postoperative-bleeding-3150,1
4057,Postexposure vaccination,postexposure-vaccination-4057,0
3149,Postexposure prophylaxis of tetanus,postexposure-prophylaxis-of-tetanus-3149,1
3148,Posterior segment surgery,posterior-segment-surgery-3148,1
3147,Postcoital contraception,postcoital-contraception-3147,2
3146,Post-traumatic stress disorder,post-traumatic-stress-disorder-3146,4
3145,Post-operative wound dressing,post-operative-wound-dressing-3145,2
3144,Post-operative pain,post-operative-pain-3144,9
3143,Post-operative nausea and vomiting,post-operative-nausea-and-vomiting-3143,6
2951,Post-op conditions after strabotomy,post-op-conditions-after-strabotomy-2951,2
3142,Post-menopausal osteoporosis,post-menopausal-osteoporosis-3142,18
3163,Pregnancy and lactation,pregnancy-and-lactation-3163,8
3162,Pregnancy,pregnancy-3162,7
3901,Pre-Operative Supplements,pre-operative-supplements-3901,0
3161,Pre-operative skin disinfection,pre-operative-skin-disinfection-3161,1
3160,Pre-operative scrubbing & washing,pre-operative-scrubbing-washing-3160,1
3158,Pre-operative or post-operative sedation,pre-operative-or-post-operative-sedation-3158,2
3868,Pre-operative antimuscarinic agent,pre-operative-antimuscarinic-agent-3868,1
3157,Pre-operative and post-operative skin cleansing,pre-operative-and-post-operative-skin-cleansing-3157,0
3159,Pre-eclampsia,pre-eclampsia-3159,0
3690,Pre & post operative cough,pre-post-operative-cough-3690,1
3156,Prader Willi syndrome,prader-willi-syndrome-3156,0
4148,Postural hypotension,postural-hypotension-4148,1
3848,Posttraumatic or pre- and postoperative otitis externa,posttraumatic-or-pre-and-postoperative-otitis-externa-3848,0
3155,Postpartum haemorrhage,postpartum-haemorrhage-3155,3
3154,Postpartum and post-abortion bleeding,postpartum-and-post-abortion-bleeding-3154,2
3177,Prevent kidney stone,prevent-kidney-stone-3177,2
3175,Prevent gout,prevent-gout-3175,1
4030,Prevent certain types of cancer by blocking the formation of cancer causing substances in the body,prevent-certain-types-of-cancer-by-blocking-the-formation-of-cancer-causing-substances-in-the-body-4030,0
4031,Prevent cardiovascular and immunological disorders,prevent-cardiovascular-and-immunological-disorders-4031,0
4032,Prevent aging,prevent-aging-4032,0
3174,Pressure sores,pressure-sores-3174,5
3172,Preparation for thyroidectomy,preparation-for-thyroidectomy-3172,2
3171,Preoperative sedation,preoperative-sedation-3171,4
3717,Preoperative hand disinfection,preoperative-hand-disinfection-3717,2
3170,Premenstrual syndrome,premenstrual-syndrome-3170,12
3169,Premenstrual dysmorphic disorder,premenstrual-dysmorphic-disorder-3169,4
3904,Premedication in surgery,premedication-in-surgery-3904,0
3168,Premature labour,premature-labour-3168,2
3167,Premature ejaculation,premature-ejaculation-3167,14
3166,Premalignant cervical lesions and cervical cancer,premalignant-cervical-lesions-and-cervical-cancer-3166,1
3165,Pregnancy-associated nausea and vomiting,pregnancy-associated-nausea-and-vomiting-3165,7
3185,Primary amoebic meningoencephalitis,primary-amoebic-meningoencephalitis-3185,2
3184,Prevention of typhoid,prevention-of-typhoid-3184,0
3182,Prevention of rejection in organ and tissue transplantation,prevention-of-rejection-in-organ-and-tissue-transplantation-3182,1
3830,Prevention of recurrent UTI and vaginal Infections,prevention-of-recurrent-uti-and-vaginal-infections-3830,2
3181,Prevention of measles,prevention-of-measles-3181,0
3628,Prevention of itching associated with allergic conjunctivitis,prevention-of-itching-associated-with-allergic-conjunctivitis-3628,1
3858,Prevention of infections after bone marrow transplantation,prevention-of-infections-after-bone-marrow-transplantation-3858,1
3180,Prevention of gout and kidney stones,prevention-of-gout-and-kidney-stones-3180,1
3728,Prevention of gallstones,prevention-of-gallstones-3728,1
4085,Prevention and treatment of vitamin deficiency in children and infants.,prevention-and-treatment-of-vitamin-deficiency-in-children-and-infants-4085,0
4087,Prevention & control of bleeding in Factor VIII deficiency,prevention-control-of-bleeding-in-factor-viii-deficiency-4087,1
4068,Prevent vitamin deficiency and restore lost vitality after illness,prevent-vitamin-deficiency-and-restore-lost-vitality-after-illness-4068,1
3989,Prevent the development of infections and permit wound healing,prevent-the-development-of-infections-and-permit-wound-healing-3989,1
3178,Prevent nitrogen loss,prevent-nitrogen-loss-3178,1
3672,Progressive loss of hearing,progressive-loss-of-hearing-3672,1
3915,Progestogen component in menopausal hormonal replacement therapy,progestogen-component-in-menopausal-hormonal-replacement-therapy-3915,1
3191,Productive cough,productive-cough-3191,5
3190,Production of mydriasis,production-of-mydriasis-3190,1
3189,Production of cycloplegia,production-of-cycloplegia-3189,1
3866,Primary rubella in pregnant women,primary-rubella-in-pregnant-women-3866,1
3188,Proctitis,proctitis-3188,5
3187,Primary ovarian failure,primary-ovarian-failure-3187,2
3979,Primary or secondary topical infections,primary-or-secondary-topical-infections-3979,1
3739,Primary irritant and allergic dermatitis (napkin rash),primary-irritant-and-allergic-dermatitis-napkin-rash-3739,3
3659,Primary hypercholesterolemia,primary-hypercholesterolemia-3659,3
3954,Primary dysmenorrhoea,primary-dysmenorrhoea-3954,1
3660,Primary dysbetalipoproteinemia,primary-dysbetalipoproteinemia-3660,1
3186,Primary biliary cirrhosis,primary-biliary-cirrhosis-3186,1
4171,Primary biliary cholangitis (PBC),primary-biliary-cholangitis-pbc-4171,1
3863,Primary antibodies deficiency,primary-antibodies-deficiency-3863,1
3825,Prophylaxis of osteoporosis in postmenopausal women,prophylaxis-of-osteoporosis-in-postmenopausal-women-3825,1
4168,Prophylaxis of organ rejection,prophylaxis-of-organ-rejection-4168,1
4192,Prophylaxis of omphalitis,prophylaxis-of-omphalitis-4192,1
3852,Prophylaxis of cytomegaloviral infections,prophylaxis-of-cytomegaloviral-infections-3852,0
3195,Prophylaxis of clotting in extracorporeal circulation in haemodialysis or haemofiltration,prophylaxis-of-clotting-in-extracorporeal-circulation-in-haemodialysis-or-haemofiltration-3195,1
3942,Prophylaxis of cardiac graft rejection,prophylaxis-of-cardiac-graft-rejection-3942,2
3943,Prophylaxis of acute renal graft rejection,prophylaxis-of-acute-renal-graft-rejection-3943,2
3973,Prophylaxis for acid aspiration syndrome during induction of anaesthesia,prophylaxis-for-acid-aspiration-syndrome-during-induction-of-anaesthesia-3973,2
3644,Prophylaxis and therapy of protein deficiency,prophylaxis-and-therapy-of-protein-deficiency-3644,1
4072,Proper development of the baby in pregnant and nursing mothers,proper-development-of-the-baby-in-pregnant-and-nursing-mothers-4072,1
3958,Promotes muscle growth,promotes-muscle-growth-3958,1
4211,Promote the quality and quantity of milk,promote-the-quality-and-quantity-of-milk-4211,1
3194,Prolonged vomiting,prolonged-vomiting-3194,5
3193,Prolactinomas,prolactinomas-3193,1
3208,Pruritus and eczema,pruritus-and-eczema-3208,2
3207,Pruritus,pruritus-3207,13
3206,Pruritic skin conditions,pruritic-skin-conditions-3206,6
3205,Prurigo nodularis,prurigo-nodularis-3205,3
3204,Protozoal infections,protozoal-infections-3204,2
3643,Protein supply for peritoneal nutrition,protein-supply-for-peritoneal-nutrition-3643,1
3876,Protein deficiency or Sarcopenia,protein-deficiency-or-sarcopenia-3876,0
3786,Protects from Parkinson's disease,protects-from-parkinsons-disease-3786,4
3784,Protects eyes from cataract and age-related macular degeneration (AMD),protects-eyes-from-cataract-and-age-related-macular-degeneration-amd-3784,1
3933,Protection from harmful UV rays,protection-from-harmful-uv-rays-3933,3
3203,Protecting against cancer,protecting-against-cancer-3203,1
3202,Protect sensitive skin,protect-sensitive-skin-3202,1
3201,Prostatitis,prostatitis-3201,5
3200,Prostatic or bladder surgery,prostatic-or-bladder-surgery-3200,1
3199,Prostate carcinoma,prostate-carcinoma-3199,9
3198,Prophylaxis of venous thromboembolism during surgery,prophylaxis-of-venous-thromboembolism-during-surgery-3198,1
3219,Pulmonary arterial hypertension,pulmonary-arterial-hypertension-3219,6
3218,Psychotic disorders,psychotic-disorders-3218,2
3217,Psychosis,psychosis-3217,9
3216,Psychoses in parkinson’s disease,psychoses-in-parkinsons-disease-3216,1
3215,Psychoneurosis,psychoneurosis-3215,1
3214,Psychogenic amenorrhea,psychogenic-amenorrhea-3214,1
3213,Psoriatic plaques,psoriatic-plaques-3213,2
3212,Psoriatic arthritis,psoriatic-arthritis-3212,17
3211,Psoriasis,psoriasis-3211,38
3210,Psittacosis,psittacosis-3210,2
3209,Pseudohypoparathyroidism (PHP),pseudohypoparathyroidism-php-3209,2
3680,Pruritus ani,pruritus-ani-3680,3
3704,Prophylaxis of uterine atony and excessive bleeding after caesarean section,prophylaxis-of-uterine-atony-and-excessive-bleeding-after-caesarean-section-3704,2
3197,Prophylaxis of surgical infections,prophylaxis-of-surgical-infections-3197,3
3771,Rash and pruritus in a variety of condition,rash-and-pruritus-in-a-variety-of-condition-3771,0
3236,Rapid eye movement,rapid-eye-movement-3236,0
3235,Raised intracranial pressure,raised-intracranial-pressure-3235,0
3715,Q fever,q-fever-3715,4
3234,Radiographic contrast medium for diagnostic procedures,radiographic-contrast-medium-for-diagnostic-procedures-3234,2
3230,Pyogenic & seborrhoeic dermatitis,pyogenic-seborrhoeic-dermatitis-3230,1
3982,Pyodermas,pyodermas-3982,2
3229,Pyoderma gangrenosum,pyoderma-gangrenosum-3229,5
3228,Pyoderma,pyoderma-3228,1
3227,Pylorospasm,pylorospasm-3227,1
3226,Pyelonephritis,pyelonephritis-3226,10
3224,Pulmonary thromboembolism,pulmonary-thromboembolism-3224,2
3223,Pulmonary oedema,pulmonary-oedema-3223,2
3221,Pulmonary eosinophilia,pulmonary-eosinophilia-3221,8
3220,Pulmonary embolism,pulmonary-embolism-3220,8
3246,Reducing cholesterol levels,reducing-cholesterol-levels-3246,3
4150,Reduce the risk of preterm birth in women,reduce-the-risk-of-preterm-birth-in-women-4150,1
3245,Reduce the risk of getting HIV-1 infection,reduce-the-risk-of-getting-hiv-1-infection-3245,1
3800,Reduce risk of infertility,reduce-risk-of-infertility-3800,1
4190,Reduce peristalsis,reduce-peristalsis-4190,1
3244,Red eye,red-eye-3244,3
3240,Recurrent UTI,recurrent-uti-3240,3
3243,Recurrent unipolar depression,recurrent-unipolar-depression-3243,2
3242,Recurrent renal stones,recurrent-renal-stones-3242,1
3241,Recurrent miscarriage,recurrent-miscarriage-3241,2
4167,Receiving a kidney transplant,receiving-a-kidney-transplant-4167,2
3963,RBC formation and proper cell functioning,rbc-formation-and-proper-cell-functioning-3963,1
3239,Raynaud's disease,raynauds-disease-3239,3
3238,Rat bite fever,rat-bite-fever-3238,1
3237,Rashes,rashes-3237,5
3257,Renal cancers,renal-cancers-3257,7
3256,Renal angiomyolipoma,renal-angiomyolipoma-3256,1
3255,Renal and urinary tract infections,renal-and-urinary-tract-infections-3255,2
4001,Removal of sutures,removal-of-sutures-4001,1
4002,Removal of foreign bodies,removal-of-foreign-bodies-4002,2
4095,Removal of earwax,removal-of-earwax-4095,2
3254,Relieve pain,relieve-pain-3254,12
3252,Relapsing fever and louse-borne typhus,relapsing-fever-and-louse-borne-typhus-3252,2
3251,Regional anesthesia,regional-anesthesia-3251,4
3653,Refractory angina pectoris where nitrate therapy has failed,refractory-angina-pectoris-where-nitrate-therapy-has-failed-3653,1
3250,Refractive errors,refractive-errors-3250,1
3249,Reflux oesophagitis,reflux-oesophagitis-3249,1
4145,Reduction of unwanted facial hair in women,reduction-of-unwanted-facial-hair-in-women-4145,1
3248,Reduction of raised intracranial pressure,reduction-of-raised-intracranial-pressure-3248,1
3744,Resistant depression,resistant-depression-3744,0
3269,Reproductive tract infection and skin infections,reproductive-tract-infection-and-skin-infections-3269,1
3891,Replacement therapy in adrenocortical insufficiency,replacement-therapy-in-adrenocortical-insufficiency-3891,1
3719,"Repairs, restores & protects dry skin & sensitive skin conditions",repairs-restores-protects-dry-skin-sensitive-skin-conditions-3719,1
3268,Renal tubular acidosis,renal-tubular-acidosis-3268,1
3267,Renal transplant,renal-transplant-3267,2
3266,Renal stone,renal-stone-3266,1
3265,Renal osteodystrophy,renal-osteodystrophy-3265,3
3879,Renal insufficiency,renal-insufficiency-3879,0
3264,Renal impairment,renal-impairment-3264,2
3263,Renal homotransplantation,renal-homotransplantation-3263,2
3262,Renal function testing,renal-function-testing-3262,0
3261,Renal disease and vitamin B12 deficiency,renal-disease-and-vitamin-b12-deficiency-3261,12
3260,Renal disease,renal-disease-3260,1
3259,Renal colic,renal-colic-3259,7
3258,Renal cell carcinoma,renal-cell-carcinoma-3258,7
3283,Rhinitis,rhinitis-3283,23
3282,Rheumatoid arthritis,rheumatoid-arthritis-3282,59
3281,Rheumatism strains,rheumatism-strains-3281,4
3280,Rheumatic pain,rheumatic-pain-3280,4
3279,Rheumatic fever,rheumatic-fever-3279,3
3278,Rheumatic disorders,rheumatic-disorders-3278,6
3277,Rhesus disease,rhesus-disease-3277,1
3869,Reverse residual neuromuscular blockade,reverse-residual-neuromuscular-blockade-3869,1
3276,Reversal of neuromuscular blockade,reversal-of-neuromuscular-blockade-3276,1
3275,Retinoblastoma,retinoblastoma-3275,3
3274,Retinal photography,retinal-photography-3274,1
3273,Retinal hemorrhage,retinal-hemorrhage-3273,1
3272,Resuscitation,resuscitation-3272,0
3733,Restlessness,restlessness-3733,3
3271,Restless leg syndrome,restless-leg-syndrome-3271,4
3794,Rrinkles,rrinkles-3794,3
3294,Roughness and fine wrinkling of photodamaged skin,roughness-and-fine-wrinkling-of-photodamaged-skin-3294,2
3293,Rough skin,rough-skin-3293,4
4209,Rough & defective voice,rough-defective-voice-4209,1
3292,Rotavirus diarrhea,rotavirus-diarrhea-3292,1
3291,Rosacea melasma,rosacea-melasma-3291,3
3290,Rosacea,rosacea-3290,8
4043,Root canal operation,root-canal-operation-4043,1
3289,Rocky mountain spotted fever,rocky-mountain-spotted-fever-3289,1
3288,Rigidity,rigidity-3288,3
3286,Rickets,rickets-3286,9
3285,Riboflavin deficiency,riboflavin-deficiency-3285,1
3284,Rhinorrhoea,rhinorrhoea-3284,4
3270,Respiratory tract infections,respiratory-tract-infections-3270,30
3975,Respiratory Distress Syndrome (RDS) in premature infants.,respiratory-distress-syndrome-rds-in-premature-infants-3975,0
3309,Schistosomiasis,schistosomiasis-3309,1
3308,Scedosporiosis and fusariosis,scedosporiosis-and-fusariosis-3308,1
3735,Scborrhea,scborrhea-3735,3
3307,Scaly skin disease,scaly-skin-disease-3307,5
3306,Scaly or itchy scalps,scaly-or-itchy-scalps-3306,3
3305,Scalp psoriasis,scalp-psoriasis-3305,2
3304,Scalp disorders,scalp-disorders-3304,2
3303,Scalp and non-scalp psoriasis,scalp-and-non-scalp-psoriasis-3303,2
3302,Scaling skin conditions,scaling-skin-conditions-3302,2
3300,Scabies,scabies-3300,7
3299,Sarcoma,sarcoma-3299,5
4147,Salt losing adrenogenital syndrome,salt-losing-adrenogenital-syndrome-4147,1
3298,Salmonellosis,salmonellosis-3298,3
3296,Runny nose,runny-nose-3296,9
3295,Rubella,rubella-3295,0
3319,Secondary hemorrhage,secondary-hemorrhage-3319,1
3916,Secondary amenorrhoea,secondary-amenorrhoea-3916,4
3983,Secondarily infected dermatoses,secondarily-infected-dermatoses-3983,1
3318,Second stage of labor,second-stage-of-labor-3318,0
3317,Seborrhoeic dermatitis,seborrhoeic-dermatitis-3317,17
3316,Seborrheic dermatitis of the scalp,seborrheic-dermatitis-of-the-scalp-3316,2
3736,Seborrhea,seborrhea-3736,3
4120,Seasonal allergic rhinitis,seasonal-allergic-rhinitis-4120,4
3315,Scurvy,scurvy-3315,2
3314,Scrub typhus,scrub-typhus-3314,2
3313,Scratches,scratches-3313,3
3312,Scrapes,scrapes-3312,3
3311,Scleritis,scleritis-3311,7
3310,Schizophrenia,schizophrenia-3310,20
4129,Schizoaffective Disorder,schizoaffective-disorder-4129,2
3331,Serum sickness,serum-sickness-3331,5
3330,Serious staphylococcal or other gram-positive infections,serious-staphylococcal-or-other-gram-positive-infections-3330,1
3642,Septicemia,septicemia-3642,25
3327,Septic arthritis,septic-arthritis-3327,6
3328,Septic abortion,septic-abortion-3328,4
3670,Sepsis gonorrhea,sepsis-gonorrhea-3670,3
3326,Sepsis,sepsis-3326,4
3816,Senile pruritus,senile-pruritus-3816,1
3325,Senile lentigines,senile-lentigines-3325,2
3324,Seizures associated with lennox-gastaut syndrome,seizures-associated-with-lennox-gastaut-syndrome-3324,1
3803,Seizures,seizures-3803,11
3323,Sedation,sedation-3323,6
3322,Secretory neoplasms,secretory-neoplasms-3322,1
3321,Secondary skin infections,secondary-skin-infections-3321,2
3320,Secondary hyperparathyroidism,secondary-hyperparathyroidism-3320,3
3750,Severe Primary Axillary Hyperhidrosis,severe-primary-axillary-hyperhidrosis-3750,1
3345,Severe or recurrent respiratory tract infections,severe-or-recurrent-respiratory-tract-infections-3345,6
3344,Severe metabolic acidosis,severe-metabolic-acidosis-3344,1
3343,Severe inflammatory skin disorders,severe-inflammatory-skin-disorders-3343,1
3342,Severe idiopathic short stature,severe-idiopathic-short-stature-3342,0
3341,Severe hypertension,severe-hypertension-3341,3
3340,Severe hemorrhage,severe-hemorrhage-3340,0
3333,Severe gram-negative infections,severe-gram-negative-infections-3333,1
3339,Severe erythema multiforme (Stevens-Johnson syndrome),severe-erythema-multiforme-stevens-johnson-syndrome-3339,7
3338,Severe diarrhea,severe-diarrhea-3338,7
3332,Severe congestive heart failure,severe-congestive-heart-failure-3332,2
3336,Severe burns,severe-burns-3336,1
4010,Severe bronchospasm,severe-bronchospasm-4010,6
3335,Severe anxiety disorders,severe-anxiety-disorders-3335,16
3334,Severe allergic asthma,severe-allergic-asthma-3334,2
4038,Skin & nervous system,skin-nervous-system-4038,1
3355,Skeletal muscle relaxation,skeletal-muscle-relaxation-3355,3
3354,Sjogren’s syndrome,sjogrens-syndrome-3354,2
3353,Sinusitis,sinusitis-3353,16
3352,Sickle-cell disease,sickle-cell-disease-3352,1
3351,Sialorrhea,sialorrhea-3351,1
3923,Shoulder pain,shoulder-pain-3923,2
4205,Shortness,shortness-4205,2
3350,Short-term pain relief,short-term-pain-relief-3350,0
3349,Short bowel syndrome,short-bowel-syndrome-3349,0
3348,Shock,shock-3348,1
3347,Shigellosis,shigellosis-3347,4
4131,Shift work disorder (SWD),shift-work-disorder-swd-4131,1
4164,Sexual Exposure to an HBsAg-positive Person,sexual-exposure-to-an-hbsag-positive-person-4164,1
3369,Slit lamp examination,slit-lamp-examination-3369,1
3368,Skin ulcers and wounds,skin-ulcers-and-wounds-3368,1
3367,Skin rash,skin-rash-3367,4
3682,"Skin mycosis (athlete's foot, trichophytia)",skin-mycosis-athletes-foot-trichophytia-3682,1
3366,Skin moisturization,skin-moisturization-3366,3
3364,Skin irritations,skin-irritations-3364,7
3363,Skin infections,skin-infections-3363,11
3362,Skin healthness,skin-healthness-3362,1
4017,Skin grafts,skin-grafts-4017,1
3356,Skin grafting,skin-grafting-3356,1
3361,Skin fungal infections,skin-fungal-infections-3361,3
3247,Skin damage from ultraviolet (UV) light,skin-damage-from-ultraviolet-uv-light-3247,1
3360,Skin care,skin-care-3360,1
3358,Skin and wound infections,skin-and-wound-infections-3358,0
3956,Skin and soft tissue infections,skin-and-soft-tissue-infections-3956,4
3357,Skin and skin sructure infections,skin-and-skin-sructure-infections-3357,28
3938,Solid tumours,solid-tumours-3938,1
3379,Solar urticaria,solar-urticaria-3379,5
3378,Soft tissue sarcoma,soft-tissue-sarcoma-3378,4
3377,Soft tissue inflammation,soft-tissue-inflammation-3377,2
3376,Soft tissue infections,soft-tissue-infections-3376,4
4201,Sodium Chloride deficiency,sodium-chloride-deficiency-4201,1
3375,Social phobia,social-phobia-3375,6
3374,Social anxiety disorder,social-anxiety-disorder-3374,6
3373,Sneezing,sneezing-3373,7
3967,Smooth muscle spasm of the gastrointestinal disorder,smooth-muscle-spasm-of-the-gastrointestinal-disorder-3967,1
3372,Smoking cessation aid,smoking-cessation-aid-3372,2
3371,Smoking cessation,smoking-cessation-3371,1
3370,Small cell lung cancer,small-cell-lung-cancer-3370,7
4202,Sluggishness,sluggishness-4202,1
4115,Spring catarrh,spring-catarrh-4115,1
3394,Sprains,sprains-3394,8
3392,Spontaneous or elective abortion,spontaneous-or-elective-abortion-3392,1
3391,Spondylitis,spondylitis-3391,12
3389,Spinal automatism and discopathy,spinal-automatism-and-discopathy-3389,1
3388,Spinal anesthesia,spinal-anesthesia-3388,2
3387,Spermatogenesis induction,spermatogenesis-induction-3387,3
3385,Spasticity and muscle spasms,spasticity-and-muscle-spasms-3385,2
3384,Spasticity,spasticity-3384,2
3383,Spastic or irritable colon,spastic-or-irritable-colon-3383,3
3382,Spasm,spasm-3382,7
3695,Source of water,source-of-water-3695,1
3892,Soreness and discomfort due to hemorrhoids,soreness-and-discomfort-due-to-hemorrhoids-3892,2
3381,Sore throat,sore-throat-3381,13
3380,Sore lips,sore-lips-3380,4
3664,Sore gums,sore-gums-3664,1
3405,Stiffness,stiffness-3405,5
3404,Stiff neck,stiff-neck-3404,2
3403,Stevens-Johnson syndrome,stevens-johnson-syndrome-3403,5
3402,Steroid-responsive inflammatory ocular conditions,steroid-responsive-inflammatory-ocular-conditions-3402,7
3994,Stent thrombosis,stent-thrombosis-3994,1
3401,Status epilepticus,status-epilepticus-3401,2
3400,Status asthmaticus,status-asthmaticus-3400,6
3399,Staphylococcal skin infections,staphylococcal-skin-infections-3399,2
3398,Staphylococcal infections resistant to benzylpenicillin,staphylococcal-infections-resistant-to-benzylpenicillin-3398,2
3397,Staphylococcal infections,staphylococcal-infections-3397,1
3396,Stable plaque psoriasis,stable-plaque-psoriasis-3396,1
3801,Stabilize blood sugar,stabilize-blood-sugar-3801,3
3997,ST-elevation myocardial infarction (STEMI),st-elevation-myocardial-infarction-stemi-3997,1
3395,Squamous cell or testicular tumours,squamous-cell-or-testicular-tumours-3395,6
3416,Stress urinary incontinence,stress-urinary-incontinence-3416,1
3804,Stress ulceration of upper Gl,stress-ulceration-of-upper-gl-3804,2
3415,Streptococcus septicaemia,streptococcus-septicaemia-3415,2
3414,Streptococcal pharyngitis or tonsillitis,streptococcal-pharyngitis-or-tonsillitis-3414,1
3413,Streptococcal pharyngitis,streptococcal-pharyngitis-3413,2
3796,Strength and endurance & immune system,strength-and-endurance-immune-system-3796,1
3412,Strabismus,strabismus-3412,1
3718,Strains,strains-3718,3
3411,Stomatitis angularis,stomatitis-angularis-3411,4
4074,Stomatitis,stomatitis-4074,2
3410,Stomach upset,stomach-upset-3410,1
3409,Stomach distension,stomach-distension-3409,1
3408,Stomach carcinoma,stomach-carcinoma-3408,6
3407,Stings,stings-3407,2
4123,Stimulation of follicle growth,stimulation-of-follicle-growth-4123,1
3406,Stimulate ovulation,stimulate-ovulation-3406,2
3426,Superficial bleeding,superficial-bleeding-3426,1
3425,Superficial bacterial infections,superficial-bacterial-infections-3425,3
3423,Sunblock,sunblock-3423,5
3424,Sunburn,sunburn-3424,8
3422,Sugar substitute,sugar-substitute-3422,1
3726,Substance abuse disorder,substance-abuse-disorder-3726,1
3421,Subarachnoid haemorrhage,subarachnoid-haemorrhage-3421,1
3420,Subarachnoid anesthesia,subarachnoid-anesthesia-3420,1
3419,Subacute bacterial endocarditis,subacute-bacterial-endocarditis-3419,1
3418,Strongyloidiasis,strongyloidiasis-3418,2
3650,Stroke prevention,stroke-prevention-3650,10
3867,Stroke in patients with hypertension and left ventricular hypertrophy.,stroke-in-patients-with-hypertension-and-left-ventricular-hypertrophy-3867,2
3634,Stroke,stroke-3634,26
3417,Stridor,stridor-3417,0
